,index,post_class,prob
4454,665,595,0.25
4462,913,595,0.25
4463,821,595,0.2
4465,884,595,0.14285714285714285
4470,852,595,0.125
4477,100,595,0.16666666666666666
4478,282,595,0.125
4508,223,595,0.125
4516,877,595,0.125
4521,1033,595,0.3333333333333333
4531,461,595,0.125
4533,1007,595,0.125
4534,632,595,0.25
4556,475,595,0.3333333333333333
4566,134,595,0.125
4574,898,595,0.125
4577,598,595,0.16666666666666666
4585,1022,595,0.125
4589,112,595,0.125
4600,827,595,0.25
4603,791,595,0.125
4604,1099,595,0.3333333333333333
4605,293,595,0.125
4630,801,595,0.125
4646,507,595,0.1111111111111111
4649,753,595,0.1111111111111111
4655,758,595,0.125
4660,528,595,0.125
4669,426,595,0.125
4672,59,595,0.125
4680,145,595,0.1111111111111111
4682,731,595,0.125
4690,170,595,0.1111111111111111
4693,763,595,0.25
4694,915,595,0.14285714285714285
4702,932,595,0.125
4705,192,595,0.125
4706,1057,595,0.125
4708,191,595,0.1111111111111111
4716,670,595,0.125
4720,483,595,0.125
4721,441,595,0.14285714285714285
4725,888,595,0.125
4728,510,595,0.125
4729,187,595,0.1111111111111111
4736,646,595,0.125
4748,431,595,0.1111111111111111
4836,147,372,0.14285714285714285
5047,128,372,0.125
5144,799,372,0.23529411764705882
5159,354,372,0.10526315789473684
5220,577,372,0.16666666666666666
5262,1071,372,0.1111111111111111
5311,307,372,0.3333333333333333
5338,1122,372,0.16666666666666666
5366,127,372,0.14285714285714285
5377,1011,372,0.2
5380,1077,372,0.14285714285714285
5395,95,372,0.14285714285714285
5439,217,372,0.1111111111111111
5489,927,372,0.25
5493,399,372,0.14285714285714285
5495,13,372,0.1111111111111111
5512,92,372,0.16666666666666666
5614,624,372,0.125
5633,397,372,0.25
5637,664,372,0.5
5664,937,372,0.125
5705,877,372,0.125
5731,202,372,0.16666666666666666
5734,88,372,0.1111111111111111
5779,527,372,0.2857142857142857
5787,1031,372,0.16666666666666666
5805,797,372,0.16666666666666666
5824,992,372,0.14285714285714285
5881,164,372,0.125
5900,163,372,0.2857142857142857
5902,842,372,0.2
5911,481,372,0.125
5944,566,372,0.125
6223,835,905,0.1111111111111111
6261,525,905,0.16666666666666666
6269,371,905,0.15384615384615385
6420,369,905,0.125
6492,155,905,0.125
6501,1034,905,0.1111111111111111
6507,184,905,0.16666666666666666
6523,70,905,0.125
6547,622,905,0.125
6550,663,905,0.3333333333333333
6564,20,905,0.125
6583,962,905,0.25
6617,928,905,0.1111111111111111
6635,896,905,0.125
6640,314,905,0.1111111111111111
6645,951,905,0.14285714285714285
6671,979,905,0.2
6677,541,905,0.125
6718,1104,905,0.125
6736,705,905,0.125
6774,636,905,0.125
6830,1118,905,0.2
6903,919,905,0.14285714285714285
6936,812,905,0.16666666666666666
6938,855,905,0.2
6940,253,905,0.125
6948,409,905,0.16666666666666666
6949,265,905,0.125
6962,116,905,0.2
6986,832,905,0.14285714285714285
7000,841,905,0.125
7008,801,905,0.125
7031,756,905,0.14285714285714285
7084,1057,905,0.125
7106,510,905,0.125
7115,173,905,0.125
